inventory_id,store_id,region_code,product_id,category,stock_quantity,reorder_point,days_cover,last_restock_date,is_low_stock,is_ghost_stock,monthly_cost_of_carry_usd
INV-0008742,IR-EG-021,EG,SPL-0002,Sports & Leisure,6,10,99,2024-08-09,True,True,1.68
INV-0004366,IR-FR-019,FR,FAP-0006,Fashion & Apparel,167,46,9,2024-03-10,False,False,50.1
INV-0001218,IR-UAE-011,UAE,GRO-0018,Groceries & Fresh Food,150,34,13,2024-03-06,False,False,3.0
INV-0010083,IR-PK-011,PK,GRO-0003,Groceries & Fresh Food,106,50,9,2024-03-26,False,False,11.02
INV-0004289,IR-FR-018,FR,HNB-0009,Health & Beauty,105,47,24,2024-01-04,False,False,10.92
INV-0007306,IR-EG-009,EG,SPL-0006,Sports & Leisure,20,10,93,2024-08-27,False,True,11.2
INV-0003419,IR-FR-011,FR,FAP-0019,Fashion & Apparel,89,43,8,2024-07-22,False,False,7.12
INV-0000009,IR-UAE-001,UAE,GRO-0009,Groceries & Fresh Food,174,43,24,2024-06-02,False,False,5.22
INV-0008975,IR-PK-001,PK,HNB-0015,Health & Beauty,167,29,24,2024-09-02,False,False,22.71
INV-0011451,IR-BR-007,BR,FAP-0011,Fashion & Apparel,186,39,7,2024-12-17,False,False,104.16
INV-0013315,IR-BR-022,BR,SPL-0015,Sports & Leisure,80,34,21,2024-04-23,False,False,44.8
INV-0011216,IR-BR-005,BR,FAP-0016,Fashion & Apparel,58,35,26,2024-02-28,False,False,13.92
INV-0011903,IR-BR-011,BR,ELE-0003,Electronics & Appliances,173,49,19,2024-01-09,False,False,830.4
INV-0007725,IR-EG-013,EG,FAP-0005,Fashion & Apparel,143,44,7,2024-09-28,False,False,11.44
INV-0013272,IR-BR-022,BR,HOM-0012,Home & Living,23,22,9,2024-07-20,False,False,3.68
INV-0006508,IR-EG-003,EG,ELE-0008,Electronics & Appliances,139,24,22,2024-10-08,False,False,861.8
INV-0005220,IR-FR-026,FR,FAP-0020,Fashion & Apparel,66,47,25,2024-05-02,False,False,11.88
INV-0004128,IR-FR-017,FR,FAP-0008,Fashion & Apparel,148,29,22,2024-11-18,False,False,20.72
INV-0006474,IR-EG-002,EG,SPL-0014,Sports & Leisure,12,10,49,2024-10-03,False,True,15.6
INV-0003426,IR-FR-011,FR,HOM-0006,Home & Living,135,20,30,2024-12-20,False,False,48.6
INV-0001198,IR-UAE-010,UAE,SPL-0018,Sports & Leisure,23,10,77,2024-12-11,False,True,4.14
INV-0001329,IR-UAE-012,UAE,GRO-0009,Groceries & Fresh Food,68,28,25,2024-04-02,False,False,2.04
INV-0001984,IR-UAE-017,UAE,HOM-0004,Home & Living,83,21,29,2024-01-02,False,False,26.56
INV-0007854,IR-EG-014,EG,FAP-0014,Fashion & Apparel,108,45,11,2024-01-07,False,False,19.44
INV-0002486,IR-FR-003,FR,HNB-0006,Health & Beauty,168,40,10,2024-02-20,False,False,25.2
INV-0010244,IR-PK-012,PK,FAP-0004,Fashion & Apparel,186,22,10,2024-11-22,False,False,22.32
INV-0011524,IR-BR-008,BR,GRO-0004,Groceries & Fresh Food,189,46,9,2024-03-05,False,False,25.7
INV-0007865,IR-EG-014,EG,HOM-0005,Home & Living,50,47,27,2024-08-09,False,False,12.0
INV-0008655,IR-EG-021,EG,GRO-0015,Groceries & Fresh Food,37,28,30,2024-02-10,False,False,1.63
INV-0006707,IR-EG-004,EG,SPL-0007,Sports & Leisure,30,10,78,2024-09-11,False,True,13.2
INV-0008423,IR-EG-019,EG,ELE-0003,Electronics & Appliances,103,46,20,2024-08-06,False,False,494.4
INV-0009758,IR-PK-008,PK,ELE-0018,Electronics & Appliances,188,48,28,2024-01-01,False,False,357.2
INV-0002681,IR-FR-005,FR,FAP-0001,Fashion & Apparel,26,22,17,2024-10-04,False,False,9.36
INV-0009924,IR-PK-009,PK,HNB-0004,Health & Beauty,84,41,7,2024-11-08,False,False,14.28
INV-0007039,IR-EG-007,EG,HOM-0019,Home & Living,197,49,16,2024-01-07,False,False,177.3
INV-0012486,IR-BR-016,BR,GRO-0006,Groceries & Fresh Food,133,41,22,2024-05-10,False,False,5.59
INV-0004192,IR-FR-017,FR,SPL-0012,Sports & Leisure,172,41,28,2024-10-23,False,False,75.68
INV-0003112,IR-FR-008,FR,SPL-0012,Sports & Leisure,74,35,26,2024-01-22,False,False,32.56
INV-0007311,IR-EG-009,EG,SPL-0011,Sports & Leisure,25,10,104,2024-01-09,False,True,16.0
INV-0007140,IR-EG-008,EG,FAP-0020,Fashion & Apparel,176,20,29,2024-11-26,False,False,31.68
INV-0001985,IR-UAE-017,UAE,HOM-0005,Home & Living,178,41,9,2024-07-25,False,False,42.72
INV-0005457,IR-FR-028,FR,FAP-0017,Fashion & Apparel,97,36,24,2024-04-01,False,False,25.22
INV-0011467,IR-BR-007,BR,HOM-0007,Home & Living,35,35,30,2024-06-05,False,False,6.3
INV-0004293,IR-FR-018,FR,HNB-0013,Health & Beauty,153,47,28,2024-08-10,False,False,29.07
INV-0008145,IR-EG-016,EG,SPL-0005,Sports & Leisure,8,10,109,2024-11-04,True,True,5.76
INV-0007347,IR-EG-010,EG,ELE-0007,Electronics & Appliances,57,45,28,2024-05-20,False,False,478.8
INV-0005688,IR-FR-030,FR,FAP-0008,Fashion & Apparel,64,23,11,2024-11-10,False,False,8.96
INV-0008095,IR-EG-016,EG,FAP-0015,Fashion & Apparel,186,50,27,2024-02-22,False,False,40.92
INV-0002361,IR-FR-002,FR,HNB-0001,Health & Beauty,38,40,23,2024-07-08,True,False,4.18
INV-0005437,IR-FR-028,FR,ELE-0017,Electronics & Appliances,124,29,7,2024-06-11,False,False,434.0
INV-0002460,IR-FR-003,FR,FAP-0020,Fashion & Apparel,44,26,16,2024-07-27,False,False,7.92
INV-0002120,IR-UAE-018,UAE,HOM-0020,Home & Living,65,42,19,2024-08-23,False,False,7.8
INV-0004300,IR-FR-018,FR,HNB-0020,Health & Beauty,85,48,29,2024-12-12,False,False,5.27
INV-0011803,IR-BR-010,BR,FAP-0003,Fashion & Apparel,181,33,11,2024-11-25,False,False,43.44
INV-0009229,IR-PK-003,PK,SPL-0009,Sports & Leisure,27,10,79,2024-05-18,False,True,2.7
INV-0005328,IR-FR-027,FR,FAP-0008,Fashion & Apparel,140,49,7,2024-05-02,False,False,19.6
INV-0007750,IR-EG-013,EG,HOM-0010,Home & Living,65,46,11,2024-12-09,False,False,18.2
INV-0012721,IR-BR-018,BR,GRO-0001,Groceries & Fresh Food,101,46,13,2024-11-03,False,False,9.09
INV-0012239,IR-BR-013,BR,SPL-0019,Sports & Leisure,170,22,19,2024-12-20,False,False,27.2
INV-0001214,IR-UAE-011,UAE,GRO-0014,Groceries & Fresh Food,66,28,21,2024-11-23,False,False,1.85
INV-0000748,IR-UAE-007,UAE,ELE-0008,Electronics & Appliances,149,42,22,2024-11-28,False,False,923.8
INV-0004102,IR-FR-017,FR,ELE-0002,Electronics & Appliances,112,33,10,2024-07-24,False,False,1164.8
INV-0007302,IR-EG-009,EG,SPL-0002,Sports & Leisure,21,10,96,2024-03-13,False,True,5.88
INV-0011143,IR-BR-004,BR,SPL-0003,Sports & Leisure,35,47,23,2024-08-06,True,False,5.6
INV-0007221,IR-EG-009,EG,ELE-0001,Electronics & Appliances,99,37,11,2024-10-09,False,False,752.4
INV-0001386,IR-UAE-012,UAE,HOM-0006,Home & Living,167,47,22,2024-02-08,False,False,60.12
INV-0008385,IR-EG-018,EG,SPL-0005,Sports & Leisure,24,10,116,2024-06-20,False,True,17.28
INV-0003718,IR-FR-013,FR,SPL-0018,Sports & Leisure,145,35,23,2024-11-22,False,False,26.1
INV-0008401,IR-EG-019,EG,GRO-0001,Groceries & Fresh Food,57,45,11,2024-04-09,False,False,5.13
INV-0003468,IR-FR-011,FR,SPL-0008,Sports & Leisure,29,36,24,2024-02-16,True,False,3.48
INV-0004025,IR-FR-016,FR,HOM-0005,Home & Living,33,30,26,2024-08-14,False,False,7.92
INV-0012342,IR-BR-014,BR,SPL-0002,Sports & Leisure,117,26,21,2024-04-23,False,False,32.76
INV-0011289,IR-BR-006,BR,GRO-0009,Groceries & Fresh Food,117,32,15,2024-11-25,False,False,3.51
INV-0003911,IR-FR-015,FR,HOM-0011,Home & Living,89,32,8,2024-08-04,False,False,12.46
INV-0003612,IR-FR-013,FR,GRO-0012,Groceries & Fresh Food,105,40,10,2024-02-05,False,False,2.31
INV-0013310,IR-BR-022,BR,SPL-0010,Sports & Leisure,146,47,24,2024-05-13,False,False,64.24
INV-0002627,IR-FR-004,FR,SPL-0007,Sports & Leisure,87,22,22,2024-12-19,False,False,38.28
INV-0009781,IR-PK-008,PK,HOM-0001,Home & Living,101,27,25,2024-11-22,False,False,44.44
INV-0011206,IR-BR-005,BR,FAP-0006,Fashion & Apparel,192,31,7,2024-07-26,False,False,57.6
INV-0010290,IR-PK-012,PK,HNB-0010,Health & Beauty,101,28,19,2024-03-14,False,False,7.07
INV-0003070,IR-FR-008,FR,HOM-0010,Home & Living,191,37,18,2024-02-17,False,False,53.48
INV-0001409,IR-UAE-012,UAE,HNB-0009,Health & Beauty,184,24,17,2024-08-01,False,False,19.14
INV-0004232,IR-FR-018,FR,ELE-0012,Electronics & Appliances,181,36,25,2024-09-07,False,False,126.7
INV-0001531,IR-UAE-013,UAE,HNB-0011,Health & Beauty,188,41,19,2024-10-01,False,False,105.28
INV-0000587,IR-UAE-005,UAE,SPL-0007,Sports & Leisure,14,10,104,2024-06-07,False,True,6.16
INV-0001484,IR-UAE-013,UAE,FAP-0004,Fashion & Apparel,20,43,15,2024-06-20,True,False,2.4
INV-0009030,IR-PK-002,PK,ELE-0010,Electronics & Appliances,140,38,15,2024-07-28,False,False,50.4
INV-0012019,IR-BR-012,BR,GRO-0019,Groceries & Fresh Food,149,44,19,2024-07-11,False,False,3.58
INV-0003326,IR-FR-010,FR,HNB-0006,Health & Beauty,129,45,16,2024-12-06,False,False,19.35
INV-0008976,IR-PK-001,PK,HNB-0016,Health & Beauty,183,31,28,2024-11-06,False,False,20.13
INV-0001721,IR-UAE-015,UAE,FAP-0001,Fashion & Apparel,146,49,11,2024-03-18,False,False,52.56
INV-0006828,IR-EG-005,EG,SPL-0008,Sports & Leisure,19,10,88,2024-06-10,False,True,2.28
INV-0003647,IR-FR-013,FR,FAP-0007,Fashion & Apparel,171,27,27,2024-01-09,False,False,27.36
INV-0003847,IR-FR-015,FR,GRO-0007,Groceries & Fresh Food,154,48,30,2024-10-01,False,False,5.54
INV-0009270,IR-PK-004,PK,ELE-0010,Electronics & Appliances,24,21,29,2024-05-02,False,False,8.64
INV-0011515,IR-BR-007,BR,SPL-0015,Sports & Leisure,62,33,30,2024-04-25,False,False,34.72
INV-0006698,IR-EG-004,EG,HNB-0018,Health & Beauty,29,35,16,2024-11-28,True,False,4.93
INV-0011231,IR-BR-005,BR,HOM-0011,Home & Living,62,48,30,2024-09-25,False,False,8.68
INV-0006347,IR-EG-001,EG,SPL-0007,Sports & Leisure,9,10,73,2024-06-02,True,True,3.96
INV-0008501,IR-EG-019,EG,SPL-0001,Sports & Leisure,26,10,51,2024-06-09,False,True,9.36
INV-0009211,IR-PK-003,PK,HNB-0011,Health & Beauty,29,46,19,2024-12-17,True,False,16.24
INV-0000733,IR-UAE-007,UAE,GRO-0013,Groceries & Fresh Food,162,36,26,2024-03-12,False,False,4.21
INV-0007145,IR-EG-008,EG,HOM-0005,Home & Living,188,43,9,2024-06-27,False,False,45.12
INV-0004468,IR-FR-020,FR,ELE-0008,Electronics & Appliances,39,44,26,2024-04-01,True,False,241.8
INV-0004660,IR-FR-021,FR,HNB-0020,Health & Beauty,38,31,20,2024-11-07,False,False,2.36
INV-0005964,IR-FR-032,FR,HNB-0004,Health & Beauty,148,41,13,2024-06-28,False,False,25.16
INV-0010735,IR-BR-001,BR,FAP-0015,Fashion & Apparel,60,37,16,2024-04-01,False,False,13.2
INV-0000750,IR-UAE-007,UAE,ELE-0010,Electronics & Appliances,171,48,15,2024-12-24,False,False,61.56
INV-0003976,IR-FR-016,FR,GRO-0016,Groceries & Fresh Food,91,32,13,2024-08-05,False,False,13.65
INV-0010079,IR-PK-010,PK,SPL-0019,Sports & Leisure,12,10,54,2024-02-21,False,True,1.92
INV-0005795,IR-FR-031,FR,ELE-0015,Electronics & Appliances,130,43,18,2024-10-19,False,False,377.0
INV-0005988,IR-FR-032,FR,SPL-0008,Sports & Leisure,163,48,12,2024-01-17,False,False,19.56
INV-0007314,IR-EG-009,EG,SPL-0014,Sports & Leisure,28,10,112,2024-09-02,False,True,36.4
INV-0001576,IR-UAE-014,UAE,GRO-0016,Groceries & Fresh Food,24,35,21,2024-06-11,True,False,3.6
INV-0002808,IR-FR-006,FR,FAP-0008,Fashion & Apparel,188,29,10,2024-11-20,False,False,26.32
INV-0001563,IR-UAE-014,UAE,GRO-0003,Groceries & Fresh Food,159,36,22,2024-12-16,False,False,16.54
INV-0009239,IR-PK-003,PK,SPL-0019,Sports & Leisure,7,10,76,2024-08-01,True,True,1.12
INV-0010451,IR-PK-014,PK,GRO-0011,Groceries & Fresh Food,64,24,20,2024-06-07,False,False,1.54
INV-0013094,IR-BR-021,BR,GRO-0014,Groceries & Fresh Food,93,43,18,2024-01-25,False,False,2.6
INV-0013193,IR-BR-021,BR,SPL-0013,Sports & Leisure,28,43,8,2024-01-12,True,False,4.48
INV-0003860,IR-FR-015,FR,GRO-0020,Groceries & Fresh Food,113,27,22,2024-11-16,False,False,7.01
INV-0011130,IR-BR-004,BR,HNB-0010,Health & Beauty,107,37,15,2024-04-20,False,False,7.49
INV-0001483,IR-UAE-013,UAE,FAP-0003,Fashion & Apparel,81,31,24,2024-09-01,False,False,19.44
INV-0003528,IR-FR-012,FR,FAP-0008,Fashion & Apparel,66,50,18,2024-05-07,False,False,9.24
INV-0001731,IR-UAE-015,UAE,FAP-0011,Fashion & Apparel,153,36,13,2024-01-07,False,False,85.68
INV-0005222,IR-FR-026,FR,HOM-0002,Home & Living,198,27,19,2024-02-06,False,False,55.44
INV-0003170,IR-FR-009,FR,FAP-0010,Fashion & Apparel,44,28,27,2024-09-21,False,False,19.36
INV-0005943,IR-FR-032,FR,HOM-0003,Home & Living,140,22,7,2024-05-24,False,False,50.4
INV-0011422,IR-BR-007,BR,ELE-0002,Electronics & Appliances,77,31,17,2024-02-08,False,False,800.8
INV-0013873,IR-BR-027,BR,HOM-0013,Home & Living,176,39,12,2024-05-17,False,False,52.8
INV-0009810,IR-PK-008,PK,HNB-0010,Health & Beauty,30,41,26,2024-05-21,True,False,2.1
INV-0009196,IR-PK-003,PK,HOM-0016,Home & Living,127,48,28,2024-03-07,False,False,71.12
INV-0005258,IR-FR-026,FR,HNB-0018,Health & Beauty,39,43,10,2024-03-09,True,False,6.63
INV-0007137,IR-EG-008,EG,FAP-0017,Fashion & Apparel,65,33,29,2024-09-04,False,False,16.9
INV-0000386,IR-UAE-004,UAE,ELE-0006,Electronics & Appliances,42,20,9,2024-01-15,False,False,54.6
INV-0007276,IR-EG-009,EG,HOM-0016,Home & Living,69,34,22,2024-07-19,False,False,38.64
INV-0006546,IR-EG-003,EG,HOM-0006,Home & Living,97,24,7,2024-02-11,False,False,34.92
INV-0001966,IR-UAE-017,UAE,FAP-0006,Fashion & Apparel,91,46,17,2024-07-26,False,False,27.3
INV-0005835,IR-FR-031,FR,HOM-0015,Home & Living,156,29,10,2024-09-02,False,False,21.84
INV-0002639,IR-FR-004,FR,SPL-0019,Sports & Leisure,169,44,25,2024-02-24,False,False,27.04
INV-0010057,IR-PK-010,PK,HNB-0017,Health & Beauty,76,38,18,2024-06-07,False,False,9.42
INV-0007380,IR-EG-010,EG,FAP-0020,Fashion & Apparel,52,48,29,2024-01-04,False,False,9.36
INV-0005029,IR-FR-024,FR,SPL-0009,Sports & Leisure,125,49,23,2024-10-05,False,False,12.5
INV-0002391,IR-FR-002,FR,SPL-0011,Sports & Leisure,64,31,11,2024-05-18,False,False,40.96
INV-0001271,IR-UAE-011,UAE,HOM-0011,Home & Living,114,26,21,2024-05-28,False,False,15.96
INV-0007078,IR-EG-007,EG,SPL-0018,Sports & Leisure,27,10,79,2024-02-08,False,True,4.86
INV-0007773,IR-EG-013,EG,HNB-0013,Health & Beauty,179,39,13,2024-08-09,False,False,34.01
INV-0007504,IR-EG-011,EG,HOM-0004,Home & Living,175,40,15,2024-05-10,False,False,56.0
INV-0006183,IR-FR-034,FR,HOM-0003,Home & Living,88,34,29,2024-11-13,False,False,31.68
INV-0004348,IR-FR-019,FR,ELE-0008,Electronics & Appliances,42,28,15,2024-12-21,False,False,260.4
INV-0003046,IR-FR-008,FR,FAP-0006,Fashion & Apparel,47,32,8,2024-08-08,False,False,14.1
INV-0006158,IR-FR-034,FR,ELE-0018,Electronics & Appliances,188,50,15,2024-05-12,False,False,357.2
INV-0005580,IR-FR-029,FR,FAP-0020,Fashion & Apparel,198,40,29,2024-01-13,False,False,35.64
INV-0009441,IR-PK-005,PK,HNB-0001,Health & Beauty,114,48,10,2024-02-06,False,False,12.54
INV-0012037,IR-BR-012,BR,ELE-0017,Electronics & Appliances,74,44,29,2024-04-25,False,False,259.0
INV-0005928,IR-FR-032,FR,FAP-0008,Fashion & Apparel,68,25,7,2024-11-28,False,False,9.52
INV-0009812,IR-PK-008,PK,HNB-0012,Health & Beauty,74,44,17,2024-04-19,False,False,11.54
INV-0006890,IR-EG-006,EG,FAP-0010,Fashion & Apparel,57,21,22,2024-12-19,False,False,25.08
INV-0001741,IR-UAE-015,UAE,HOM-0001,Home & Living,79,45,26,2024-08-19,False,False,34.76
INV-0008823,IR-EG-022,EG,HOM-0003,Home & Living,99,30,11,2024-12-21,False,False,35.64
INV-0011699,IR-BR-009,BR,FAP-0019,Fashion & Apparel,94,39,29,2024-09-05,False,False,7.52
INV-0013382,IR-BR-023,BR,HOM-0002,Home & Living,161,43,7,2024-04-04,False,False,45.08
INV-0010022,IR-PK-010,PK,HOM-0002,Home & Living,176,33,28,2024-08-13,False,False,49.28
INV-0010366,IR-PK-013,PK,FAP-0006,Fashion & Apparel,144,30,8,2024-09-04,False,False,43.2
INV-0011409,IR-BR-007,BR,GRO-0009,Groceries & Fresh Food,176,47,16,2024-09-14,False,False,5.28
INV-0004098,IR-FR-017,FR,GRO-0018,Groceries & Fresh Food,157,25,14,2024-03-04,False,False,3.14
INV-0004463,IR-FR-020,FR,ELE-0003,Electronics & Appliances,83,31,15,2024-08-27,False,False,398.4
INV-0010591,IR-PK-015,PK,ELE-0011,Electronics & Appliances,72,27,29,2024-12-22,False,False,40.32
INV-0009237,IR-PK-003,PK,SPL-0017,Sports & Leisure,5,10,72,2024-04-01,True,True,0.7
INV-0000971,IR-UAE-009,UAE,GRO-0011,Groceries & Fresh Food,53,35,14,2024-10-04,False,False,1.27
INV-0000534,IR-UAE-005,UAE,FAP-0014,Fashion & Apparel,109,48,8,2024-08-11,False,False,19.62
INV-0013904,IR-BR-027,BR,SPL-0004,Sports & Leisure,190,42,26,2024-03-14,False,False,144.4
INV-0001745,IR-UAE-015,UAE,HOM-0005,Home & Living,27,40,18,2024-02-04,True,False,6.48
INV-0010261,IR-PK-012,PK,HOM-0001,Home & Living,163,47,27,2024-02-10,False,False,71.72
INV-0002513,IR-FR-003,FR,SPL-0013,Sports & Leisure,157,44,18,2024-02-21,False,False,25.12
INV-0009617,IR-PK-007,PK,GRO-0017,Groceries & Fresh Food,105,40,16,2024-01-15,False,False,5.88
INV-0009934,IR-PK-009,PK,HNB-0014,Health & Beauty,32,48,17,2024-10-18,True,False,17.92
INV-0007075,IR-EG-007,EG,SPL-0015,Sports & Leisure,27,10,91,2024-01-06,False,True,15.12
INV-0003493,IR-FR-012,FR,GRO-0013,Groceries & Fresh Food,107,35,26,2024-07-01,False,False,2.78
INV-0011944,IR-BR-011,BR,HOM-0004,Home & Living,84,22,20,2024-11-09,False,False,26.88
INV-0001494,IR-UAE-013,UAE,FAP-0014,Fashion & Apparel,95,32,9,2024-06-02,False,False,17.1
INV-0008817,IR-EG-022,EG,FAP-0017,Fashion & Apparel,103,43,21,2024-06-19,False,False,26.78
INV-0004404,IR-FR-019,FR,HNB-0004,Health & Beauty,188,35,16,2024-11-03,False,False,31.96
INV-0006054,IR-FR-033,FR,FAP-0014,Fashion & Apparel,176,36,15,2024-09-14,False,False,31.68
INV-0002770,IR-FR-006,FR,GRO-0010,Groceries & Fresh Food,175,25,24,2024-12-10,False,False,6.65
INV-0003571,IR-FR-012,FR,HNB-0011,Health & Beauty,187,29,19,2024-08-01,False,False,104.72
INV-0009596,IR-PK-006,PK,SPL-0016,Sports & Leisure,13,10,72,2024-08-15,False,True,3.12
INV-0007201,IR-EG-009,EG,GRO-0001,Groceries & Fresh Food,102,41,9,2024-06-12,False,False,9.18
INV-0000543,IR-UAE-005,UAE,HOM-0003,Home & Living,158,33,12,2024-04-04,False,False,56.88
INV-0011414,IR-BR-007,BR,GRO-0014,Groceries & Fresh Food,194,38,22,2024-06-15,False,False,5.43
INV-0000928,IR-UAE-008,UAE,HNB-0008,Health & Beauty,148,21,8,2024-02-10,False,False,71.04
INV-0010983,IR-BR-003,BR,HOM-0003,Home & Living,103,35,19,2024-10-23,False,False,37.08
INV-0004092,IR-FR-017,FR,GRO-0012,Groceries & Fresh Food,178,32,18,2024-08-06,False,False,3.92
INV-0009037,IR-PK-002,PK,ELE-0017,Electronics & Appliances,136,32,22,2024-11-23,False,False,476.0
INV-0011266,IR-BR-005,BR,SPL-0006,Sports & Leisure,121,41,21,2024-07-05,False,False,67.76
INV-0004150,IR-FR-017,FR,HOM-0010,Home & Living,115,41,30,2024-01-19,False,False,32.2
INV-0005728,IR-FR-030,FR,HNB-0008,Health & Beauty,54,35,28,2024-10-07,False,False,25.92
INV-0013826,IR-BR-027,BR,ELE-0006,Electronics & Appliances,139,49,18,2024-10-20,False,False,180.7
INV-0005439,IR-FR-028,FR,ELE-0019,Electronics & Appliances,185,32,16,2024-08-22,False,False,155.4
INV-0004163,IR-FR-017,FR,HNB-0003,Health & Beauty,25,43,21,2024-01-04,True,False,2.1
INV-0001394,IR-UAE-012,UAE,HOM-0014,Home & Living,43,20,30,2024-04-20,False,False,7.74
INV-0011571,IR-BR-008,BR,FAP-0011,Fashion & Apparel,78,26,14,2024-11-08,False,False,43.68
INV-0008184,IR-EG-017,EG,ELE-0004,Electronics & Appliances,190,27,26,2024-01-25,False,False,171.0
INV-0003298,IR-FR-010,FR,FAP-0018,Fashion & Apparel,23,50,14,2024-12-04,True,False,6.44
INV-0008938,IR-PK-001,PK,FAP-0018,Fashion & Apparel,28,24,21,2024-09-12,False,False,7.84
INV-0008845,IR-EG-022,EG,HNB-0005,Health & Beauty,36,29,9,2024-06-22,False,False,2.74
INV-0003438,IR-FR-011,FR,HOM-0018,Home & Living,53,22,13,2024-09-12,False,False,20.14
INV-0011542,IR-BR-008,BR,ELE-0002,Electronics & Appliances,77,37,20,2024-04-28,False,False,800.8
INV-0004792,IR-FR-022,FR,SPL-0012,Sports & Leisure,173,46,20,2024-03-12,False,False,76.12
INV-0007339,IR-EG-010,EG,GRO-0019,Groceries & Fresh Food,140,23,26,2024-10-24,False,False,3.36
INV-0002632,IR-FR-004,FR,SPL-0012,Sports & Leisure,141,43,30,2024-03-28,False,False,62.04
INV-0001618,IR-UAE-014,UAE,FAP-0018,Fashion & Apparel,64,28,22,2024-09-28,False,False,17.92
INV-0013345,IR-BR-023,BR,ELE-0005,Electronics & Appliances,103,38,8,2024-11-09,False,False,195.7
INV-0009814,IR-PK-008,PK,HNB-0014,Health & Beauty,96,47,18,2024-01-09,False,False,53.76
INV-0002096,IR-UAE-018,UAE,FAP-0016,Fashion & Apparel,134,26,19,2024-03-22,False,False,32.16
INV-0009125,IR-PK-003,PK,GRO-0005,Groceries & Fresh Food,171,23,19,2024-11-19,False,False,10.94
INV-0012771,IR-BR-018,BR,FAP-0011,Fashion & Apparel,72,45,14,2024-08-08,False,False,40.32
INV-0006052,IR-FR-033,FR,FAP-0012,Fashion & Apparel,152,37,13,2024-11-18,False,False,45.6
INV-0001635,IR-UAE-014,UAE,HOM-0015,Home & Living,46,50,23,2024-08-01,True,False,6.44
INV-0010638,IR-PK-015,PK,HOM-0018,Home & Living,96,36,18,2024-03-21,False,False,36.48
INV-0003016,IR-FR-008,FR,GRO-0016,Groceries & Fresh Food,105,47,16,2024-12-09,False,False,15.75
INV-0013736,IR-BR-026,BR,FAP-0016,Fashion & Apparel,182,27,30,2024-04-17,False,False,43.68
INV-0001200,IR-UAE-010,UAE,SPL-0020,Sports & Leisure,14,10,53,2024-03-14,False,True,1.68
INV-0010907,IR-BR-002,BR,SPL-0007,Sports & Leisure,173,32,9,2024-07-27,False,False,76.12
INV-0002185,IR-FR-001,FR,ELE-0005,Electronics & Appliances,130,26,21,2024-12-18,False,False,247.0
INV-0013462,IR-BR-024,BR,ELE-0002,Electronics & Appliances,106,48,29,2024-09-09,False,False,1102.4
INV-0009666,IR-PK-007,PK,HOM-0006,Home & Living,52,42,16,2024-03-11,False,False,18.72
INV-0008541,IR-EG-020,EG,ELE-0001,Electronics & Appliances,45,50,20,2024-11-25,True,False,342.0
INV-0010373,IR-PK-013,PK,FAP-0013,Fashion & Apparel,60,20,9,2024-06-28,False,False,12.0
INV-0000389,IR-UAE-004,UAE,ELE-0009,Electronics & Appliances,60,48,10,2024-11-27,False,False,45.6
INV-0011166,IR-BR-005,BR,GRO-0006,Groceries & Fresh Food,130,47,7,2024-03-14,False,False,5.46
INV-0007531,IR-EG-011,EG,HNB-0011,Health & Beauty,118,33,17,2024-08-09,False,False,66.08
INV-0001749,IR-UAE-015,UAE,HOM-0009,Home & Living,123,43,9,2024-01-20,False,False,19.68
INV-0002910,IR-FR-007,FR,ELE-0010,Electronics & Appliances,131,33,12,2024-03-23,False,False,47.16
INV-0007888,IR-EG-014,EG,HNB-0008,Health & Beauty,161,32,11,2024-04-09,False,False,77.28
INV-0013553,IR-BR-024,BR,SPL-0013,Sports & Leisure,44,37,8,2024-06-06,False,False,7.04
INV-0006568,IR-EG-003,EG,HNB-0008,Health & Beauty,139,48,7,2024-05-17,False,False,66.72
INV-0012201,IR-BR-013,BR,HNB-0001,Health & Beauty,97,23,30,2024-04-03,False,False,10.67
INV-0000305,IR-UAE-003,UAE,HOM-0005,Home & Living,52,39,16,2024-10-04,False,False,12.48
INV-0002715,IR-FR-005,FR,HOM-0015,Home & Living,82,37,24,2024-04-01,False,False,11.48
INV-0004100,IR-FR-017,FR,GRO-0020,Groceries & Fresh Food,25,30,23,2024-01-05,True,False,1.55
INV-0000312,IR-UAE-003,UAE,HOM-0012,Home & Living,63,47,20,2024-05-07,False,False,10.08
INV-0010058,IR-PK-010,PK,HNB-0018,Health & Beauty,168,45,12,2024-01-28,False,False,28.56
INV-0013832,IR-BR-027,BR,ELE-0012,Electronics & Appliances,96,21,26,2024-11-28,False,False,67.2
INV-0000358,IR-UAE-003,UAE,SPL-0018,Sports & Leisure,9,10,83,2024-07-02,True,True,1.62
INV-0000606,IR-UAE-006,UAE,GRO-0006,Groceries & Fresh Food,109,31,19,2024-05-20,False,False,4.58
INV-0008609,IR-EG-020,EG,HNB-0009,Health & Beauty,125,20,8,2024-07-27,False,False,13.0
INV-0010375,IR-PK-013,PK,FAP-0015,Fashion & Apparel,39,45,22,2024-03-11,True,False,8.58
INV-0008056,IR-EG-016,EG,GRO-0016,Groceries & Fresh Food,186,42,14,2024-02-26,False,False,27.9
INV-0012588,IR-BR-016,BR,SPL-0008,Sports & Leisure,162,37,7,2024-03-16,False,False,19.44
INV-0000477,IR-UAE-004,UAE,SPL-0017,Sports & Leisure,12,10,99,2024-07-21,False,True,1.68
